query_id,raw_query,query_language,normalized_query_en,intent,faq_id,payment_method,sentiment,channel,user_persona,contains_typo,timestamp
Q-0062,"mujhe ek call aya OTP mang rahe thay khud ko zar labs staff bata k, ye real hai kya?",code_switched,"I got a call, they were asking for my OTP claiming to be Zar Labs staff, is this real?",fraud_report,FAQ-073,N/A,worried,whatsapp_support,senior_citizen,FALSE,15/05/2026 19:52
Q-0063,"excuse me, verification rejected mila notification mein, wjh kch nai bataya, ab hi kya karu?? thank you",code_switched,"I got a rejected verification notification, they didn't say why, what should I do now?",account_verification,FAQ-006,N/A,frustrated,whatsapp_support,general_user,FALSE,09/05/2026 10:50
Q-0064,"Stopped getting push notifications for payments, checked settings still nothing asap plz",english,"I stopped getting push notifications for payments, I checked settings and there's still nothing.",app_technical,FAQ-094,N/A,neutral,phone_call,student,FALSE,28/06/2026 7:04
Q-0065,"Ajeeb sa QR code scan kiya tha, merchant ka naam bhi thora ajeeb tha, kaise report karu appreciate the help",roman_urdu,"I scanned a weird looking QR code, the merchant name looked off, how do I report it?",fraud_report,FAQ-075,N/A,neutral,in_app_chat,freelancer,FALSE,24/04/2026 17:26
Q-0066,"hi, mujhe formal complaint file krni hai likhit mein, email pe kaisay bheju appreciate the help",code_switched,"I need to file a formal complaint in writing, how do I send it via email?",agent_escalation,FAQ-087,N/A,neutral,email,freelancer,FALSE,11/04/2026 14:49
Q-0067,Bank transfer se top up karne ki koshish ki limit exceeded ka error aa rha hai kyu,code_switched,"I tried to top up via bank transfer and I'm getting a limit exceeded error, why?",top_up_failure,FAQ-033,Bank Transfer,neutral,whatsapp_support,freelancer,FALSE,03/06/2026 10:24
Q-0068,quick q - whats the max amount i can hold in my wallet at once thanks,english,What's the max amount I can hold in my wallet at once?,fees_limits,FAQ-068,N/A,neutral,phone_call,freelancer,FALSE,18/06/2026 10:11
Q-0069,"bhai app pin aur mpin mein farq kya hy, dono alag alag kiun hain someone reply?",roman_urdu,"What's the difference between App PIN and MPIN, why are they different?",login_security,FAQ-060,N/A,neutral,email,student,FALSE,17/04/2026 15:06
Q-0070,"Beta, ajeeb sa QR code scan kiya tha, merchant ka naam bhi thora ajeeb tha, kaise repport karu",roman_urdu,"I scanned a weird looking QR code, the merchant name looked off, how do I report it?",fraud_report,FAQ-075,N/A,neutral,email,senior_citizen,TRUE,03/04/2026 13:35
Q-0071,is there a physical branch or agent near me i can visit,english,Is there a physical branch or agent near me that I can visit?,agent_escalation,FAQ-083,N/A,neutral,in_app_chat,general_user,FALSE,25/06/2026 21:24
Q-0072,urgent - bank transfer se top up karne ki koshish ki limit exceeded ka error aa raha hai kyun reply fast please,code_switched,"I tried to top up via bank transfer and I'm getting a limit exceeded error, why?",top_up_failure,FAQ-033,Bank Transfer,neutral,email,small_business_owner,FALSE,06/04/2026 17:35
Q-0073,Hold pe wait karne k bajaye kya callback mangwa sakta hu support se someone reply?,roman_urdu,Can I request a callback instead of waiting in the chat queue?,agent_escalation,FAQ-086,N/A,neutral,phone_call,student,FALSE,01/05/2026 13:00
Q-0074,"Apna number change krna h account pe, kitna secure hy ye process, koi risk to ni reply fast please",code_switched,"I need to change my number on my account, how secure is this process, is there any risk?",login_security,FAQ-056,N/A,worried,whatsapp_support,small_business_owner,FALSE,08/04/2026 15:36
Q-0075,"Can zar labs help recover the money, paid a fake online seller through the app need this resolved today",code_switched,"I paid a fake online seller through the app, can Zar Labs help recover the money?",fraud_report,FAQ-078,N/A,worried,email,small_business_owner,FALSE,25/06/2026 20:23
Q-0076,"Assalam o alaikum, Investigation mein kitna time lagta hai normally, fraud report submit kiye 5 din ho gaye Please help me na.",code_switched,"It's been 5 days since I submitted a fraud report, how long does the investigation normally take?",fraud_report,FAQ-077,N/A,neutral,whatsapp_support,senior_citizen,FALSE,06/04/2026 20:29
Q-0077,"need help fast - Reset kaise karu please help urgent hai, password bhool gaya hu apna reply fast please",code_switched,"I've forgotten my password, how do I reset it, please help, it's urgent.",login_security,FAQ-051,N/A,frustrated,phone_call,small_business_owner,FALSE,17/05/2026 17:18
Q-0078,"hey, mera daily transaction limit kitna hai verified account pe, bara paymnet karna hai aaj someone reply?",roman_urdu,"My top-up keeps failing repeatedly, will my account get locked because of this?",top_up_failure,FAQ-040,N/A,worried,phone_call,student,TRUE,26/04/2026 7:19
Q-0079,"hi, account lock hogaya baar baar galat login attempt ki wajah se, kb tak unlock hoga thanks",roman_urdu,"My account got locked after failed login attempts, how long till it's unlocked?",login_security,FAQ-053,N/A,neutral,in_app_chat,freelancer,FALSE,23/05/2026 14:54
Q-0080,"ek QR code scan kiya tha lag raha tha thora suspicious, kya karu ab",code_switched,"I scanned a QR code that looked a bit suspicious, what should I do now?",fraud_report,FAQ-075,N/A,worried,in_app_chat,general_user,FALSE,22/06/2026 10:10
Q-0081,"Support ne meri complaint solve ki thi lekin mai satisfied nahi hu, ab kya karu pls help",code_switched,"Support resolved my complaint but I'm not satisfied, what should I do now?",agent_escalation,FAQ-088,N/A,frustrated,in_app_chat,student,FALSE,21/06/2026 17:59
Q-0082,"hi, Refund ho sakta hai kia plz help, qR codde se galat banday ko paisa chala gaya someone reply?",code_switched,"I sent money to the wrong person via QR code, can I get a refund, please help.",refunds,FAQ-030,N/A,worried,in_app_chat,student,TRUE,08/05/2026 20:08
Q-0083,"quick q - QR code se galat banday ko paisa chala gaya, refund ho sakta hai kya pls help",code_switched,"I sent money to the wrong person via QR code, can I get a refund, please help.",refunds,FAQ-030,N/A,worried,phone_call,freelancer,FALSE,27/04/2026 19:56
Q-0084,"whats the difference between basic and verified acc on zar labs, limits alag alag hain kya",code_switched,"What's the difference between basic and verified accounts on Zar Labs, are the limits different?",account_verification,FAQ-002,N/A,neutral,in_app_chat,freelancer,FALSE,11/05/2026 12:58
Q-0085,mera debit card top up baar baar decline ho raha hai samajh nai aa raha wajah,code_switched,"My debit card top-up keeps getting declined, I don't understand why.",top_up_failure,FAQ-034,Debit Card,frustrated,in_app_chat,general_user,FALSE,08/05/2026 20:22
Q-0086,"gave cash to an agent this morning for top up still not reflecting, do have the slip though",code_switched,"I gave cash to an agent this morning for a top-up, it's still not reflecting, but I do have the slip.",top_up_failure,FAQ-038,N/A,frustrated,in_app_chat,small_business_owner,FALSE,15/04/2026 11:43
Q-0087,"hi, purana card expire ho gaya, top up k waqt error aa raha hai, naaya card details kaise dalu",roman_urdu,"My old card expired, I'm getting errors trying to top up, I need to add my new card details.",top_up_failure,FAQ-037,Debit Card,neutral,whatsapp_support,freelancer,TRUE,09/06/2026 22:08
Q-0088,Mera debit card top up baar baar decline ho rha hai smjh nai aa raha wajah thank you,code_switched,"My debit card top-up keeps getting declined, I don't understand why.",top_up_failure,FAQ-034,Debit Card,frustrated,email,general_user,FALSE,25/06/2026 15:10
Q-0089,urgent - kia mai bahar mulk apne rishtedar ko paisa bhej sakta hu is app se this is urgent,code_switched,Can I send money to my relative abroad using this app?,fees_limits,FAQ-070,N/A,neutral,in_app_chat,small_business_owner,FALSE,19/05/2026 7:53
Q-0090,"urgent - mere pass NICOP h CNIC nahi, kya me zar labs pe account verify kr sakta hu overseas se this is urgent",code_switched,"I have a NICOP not a CNIC, can I verify a Zar Labs account from overseas?",account_verification,FAQ-009,N/A,neutral,in_app_chat,small_business_owner,FALSE,25/05/2026 13:16
Q-0091,"yo, kya farak h basic account aur verified account mein? mujhy samajh nai aara aur limit bhi pata nai",roman_urdu,What is the difference between a basic account and a verified account? I don't understand.,account_verification,FAQ-002,N/A,neutral,in_app_chat,student,TRUE,12/04/2026 12:59
Q-0092,"hey, Seems fishy, someone posing as a zar labs agent asked me to send money to activate my account",english,"Someone posing as a Zar Labs agent asked me to send money to activate my account, it seems fishy.",fraud_report,FAQ-074,N/A,worried,in_app_chat,student,FALSE,03/05/2026 15:03
Q-0093,"need help fast - koi banda khud ko zar labs agent bata k account activate karne k liye paisa mang raha h, sahi hai ye? this is urgent",code_switched,"Someone claiming to be a Zar Labs agent is asking for money to activate my account, is this legitimate?",fraud_report,FAQ-074,N/A,worried,in_app_chat,small_business_owner,FALSE,14/04/2026 13:22
Q-0094,"Verification rejected mila notification mein, wjh kuch nai bataya, ab kya karu??",code_switched,"I got a rejected verification notification, they didn't say why, what should I do now?",account_verification,FAQ-006,N/A,frustrated,in_app_chat,general_user,FALSE,18/05/2026 5:25
Q-0095,urgent - whats the minimum android version needed to run this app need this resolved today,english,What's the minimum Android version needed to run this app?,app_technical,FAQ-093,N/A,neutral,in_app_chat,small_business_owner,FALSE,19/06/2026 12:05
Q-0096,"Dear support, app keeps crashing every time i open it, tried restarting phone too Please help me na.",english,"The app keeps crashing every time I open it, I tried restarting my phone too.",app_technical,FAQ-091,N/A,frustrated,whatsapp_support,senior_citizen,FALSE,10/05/2026 16:00
Q-0097,"hi, app keeps crashing every time i open it, tried restarting phone too thanks",english,"The app keeps crashing every time I open it, I tried restarting my phone too.",app_technical,FAQ-091,N/A,frustrated,email,freelancer,FALSE,03/06/2026 14:19
Q-0098,quick q - kya inactive account pe koi dormancy fee lagta h,roman_urdu,Does an inactive account get charged some kind of dormancy fee?,fees_limits,FAQ-067,N/A,neutral,phone_call,freelancer,FALSE,08/06/2026 13:06
Q-0099,Hold pe wait karne k bajaye kia callback mangwa sakta hu support se reply fast please,roman_urdu,Can I request a callback instead of waiting in the chat queue?,agent_escalation,FAQ-086,N/A,neutral,phone_call,small_business_owner,FALSE,11/06/2026 20:27
Q-0100,Kya mai apna acccount do phones pe ek sath use kr sakta hu? Please help me na.,roman_urdu,Can I use my account on two phones at the same time?,app_technical,FAQ-099,N/A,neutral,email,senior_citizen,TRUE,02/04/2026 12:18
Q-0101,"hi, selfie liveness check not passing, followed all instructions still failing",english,"My selfie liveness check isn't passing, I followed all the instructions and it's still failing.",kyc_cnic,FAQ-044,N/A,neutral,whatsapp_support,student,FALSE,12/05/2026 14:57
Q-0102,"callback mangwa sakta hu kya support se, hold pe wait nahi karna",code_switched,"Can I request a callback from support, I don't want to wait on hold?",agent_escalation,FAQ-086,N/A,frustrated,whatsapp_support,small_business_owner,FALSE,07/04/2026 16:42
Q-0103,"hey, transaction history refresh nai ho raha real time mein, purani entries hi dikha rha hai appreciate the help",roman_urdu,"My transaction history isn't refreshing in real time, it's only showing old entries.",transaction_status,FAQ-018,N/A,neutral,in_app_chat,freelancer,FALSE,09/05/2026 16:51
Q-0104,Do you guys give partial refunds if only part of the bill was wrong Meherbani hogi.,english,Do you give partial refunds if only part of the bill was wrong?,refunds,FAQ-027,N/A,neutral,whatsapp_support,senior_citizen,FALSE,21/05/2026 21:56
Q-0105,do you guys give partial refunds if only part of the bill was wrong,english,Do you give partial refunds if only part of the bill was wrong?,refunds,FAQ-027,N/A,neutral,phone_call,freelancer,FALSE,15/06/2026 10:50
Q-0106,"Mera daily transaction limit kitna h verified account pe, bara paymnt karna h aaj reply fast please",roman_urdu,"My top-up keeps failing repeatedly, will my account get locked because of this?",top_up_failure,FAQ-040,N/A,worried,whatsapp_support,small_business_owner,TRUE,12/06/2026 9:49
Q-0107,"bhai verification rejected mila notification mein, wjh kuch nai bataya, ab kya karu?? someone reply?",code_switched,"I got a rejected verification notification, they didn't say why, what should I do now?",account_verification,FAQ-006,N/A,frustrated,whatsapp_support,student,FALSE,25/06/2026 14:27
Q-0108,"listen, can i verify my brothers account using my own cnic since he doesnt have a smartphone",code_switched,Can I verify my brother's account using my own CNIC since he doesn't have a smartphone?,kyc_cnic,FAQ-046,N/A,neutral,in_app_chat,small_business_owner,FALSE,07/05/2026 13:31
Q-0109,quick q - jazzcash se top up kiya tha 20 min pehly abhi tak wallet mein show nai ho raha need this sorted soon,code_switched,"I topped up from JazzCash 20 minutes ago, it still isn't showing in my wallet.",top_up_failure,FAQ-032,JazzCash,neutral,phone_call,freelancer,FALSE,31/05/2026 20:32
Q-0110,"Sir paisay kat gaye hain wallet se, transaction failed dikha rha hai, wapis kab milen ge?",code_switched,"Sir the money has been deducted from my wallet, the transaction shows failed, when will I get it back?",transaction_status,FAQ-012,N/A,worried,whatsapp_support,senior_citizen,TRUE,27/05/2026 22:16
Q-0111,"Sirf wo extra amount wapis mil sakta hai?, meri bijli bill mein overcharge hua tha",code_switched,"My electricity bill was overcharged, can I just get the extra amount refunded?",refunds,FAQ-027,N/A,neutral,whatsapp_support,small_business_owner,FALSE,07/04/2026 6:30
